has O
led O
efforts O
to O
_RARE_ O
public O
health O
after O
consumer O
confidence O
_RARE_ O
in O
March O
after O
a O
_FIRSTCAP_ I-MISC
report O
_RARE_ O
_RARE_ O
could O
contract O
an O
illness O
similar O
to O
mad O
cow O
disease O
by O
eating O
_RARE_ O
beef O
_RARE_ O

_FIRSTCAP_ I-LOC
imported O
_RARE_ O
sheep O
from O
Britain I-LOC
last O
year O
_RARE_ O
nearly O
half O
_RARE_ O
total O
imports O
_RARE_ O

It O
brought O
in O
_RARE_ O
tonnes O
_RARE_ O
_FIRSTCAP_ I-MISC
_RARE_ O
_RARE_ O
some O
10 O
percent O
_RARE_ O
overall O
imports O
_RARE_ O

_FIRSTCAP_ O
Hendrix I-PER
_RARE_ O
draft O
_RARE_ O
_RARE_ O
almost O
$ O
_RARE_ O
_RARE_ O

LONDON I-LOC
1996-08-22 O

A O
rare O
early O
_RARE_ O
draft O
_RARE_ O
a O
_RARE_ O
by O
U.S. I-LOC
_RARE_ O
_RARE_ O
_FIRSTCAP_ I-PER
Hendrix I-PER
was O
sold O
_RARE_ O
almost O
$ O
_RARE_ O
_RARE_ O
Thursday O
_RARE_ O
an O
auction O
_RARE_ O
some O
_RARE_ O
_RARE_ O
late O
_RARE_ O
_RARE_ O
_RARE_ O
_RARE_ O
_RARE_ O

A O
Florida I-LOC
restaurant O
paid O
_RARE_ O
pounds O
_RARE_ O
$ O
_RARE_ O
_RARE_ O
_RARE_ O
_RARE_ O
draft O
_RARE_ O
" O
_FIRSTCAP_ I-MISC
_RARE_ I-MISC
_RARE_ I-MISC
_RARE_ I-MISC
" O
_RARE_ O
which O
Hendrix I-PER
_RARE_ O
_RARE_ O
a O
piece O
_RARE_ O
_FIRSTCAP_ I-LOC
hotel O
_RARE_ O
in O
late O
_ALLDIG_ O
_RARE_ O

At O
_RARE_ O
end O
_RARE_ O
a O
January O
_ALLDIG_ O
_RARE_ O
in O
_RARE_ O
English I-MISC
city O
_RARE_ O
_FIRSTCAP_ I-LOC
he O
threw O
_RARE_ O
sheet O
_RARE_ O
paper O
into O
_RARE_ O
audience O
_RARE_ O
where O
it O
was O
_RARE_ O
by O
a O
_RARE_ O
_RARE_ O

_FIRSTCAP_ O
also O
snapped O
up O
_ALLDIG_ O
other O
items O
that O
were O
put O
up O
_RARE_ O
auction O
by O
Hendrix I-PER
_RARE_ O
former O
_RARE_ O
_FIRSTCAP_ I-PER
_FIRSTCAP_ I-PER
_RARE_ O
who O
lived O
with O
him O
from O
_ALLDIG_ O
to O
_ALLDIG_ O
_RARE_ O

They O
included O
a O
black O
_RARE_ O
_RARE_ O
mother O
_RARE_ O
_RARE_ O
_RARE_ O
box O
used O
by O
Hendrix I-PER
to O
store O
his O
drugs O
_RARE_ O
which O
an O
_RARE_ O
_FIRSTCAP_ I-MISC
_RARE_ O
bought O
_RARE_ O
_RARE_ O
pounds O
_RARE_ O
$ O
_RARE_ O
_RARE_ O
_RARE_ O

_FIRSTCAP_ O
_RARE_ O
died O
_RARE_ O
a O
drugs O
_RARE_ O
in O
_ALLDIG_ O
aged O
27 O
_RARE_ O

China I-LOC
says O
_FIRSTCAP_ I-LOC
_RARE_ O
atmosphere O
_RARE_ O
talks O
_RARE_ O

BEIJING I-LOC
1996-08-22 O

China I-LOC
_RARE_ O
Thursday O
accused O
_FIRSTCAP_ I-LOC
_RARE_ O
_RARE_ O
_RARE_ O
atmosphere O
_RARE_ O
a O
_RARE_ O
_RARE_ O
talks O
across O
_RARE_ O
_FIRSTCAP_ I-LOC
_FIRSTCAP_ I-LOC
with O
a O
visit O
to O
Ukraine I-LOC
by O
_FIRSTCAP_ I-MISC
_FIRSTCAP_ O
_FIRSTCAP_ O
_FIRSTCAP_ I-PER
_FIRSTCAP_ I-PER
this O
week O
that O
_RARE_ O
Beijing I-LOC
_RARE_ O

_FIRSTCAP_ O
only O
hours O
after O
Chinese I-MISC
state O
media O
said O
_RARE_ O
time O
was O
right O
to O
_RARE_ O
in O
political O
talks O
with O
_FIRSTCAP_ I-LOC
_RARE_ O
Foreign I-ORG
_FIRSTCAP_ I-ORG
spokesman O
_FIRSTCAP_ I-PER
_FIRSTCAP_ I-PER
told O
Reuters I-ORG
_RARE_ O
" O
_FIRSTCAP_ O
necessary O
atmosphere O
_RARE_ O
_RARE_ O
opening O
_RARE_ O
_RARE_ O
talks O
has O
been O
_RARE_ O
by O
_RARE_ O
_FIRSTCAP_ I-LOC
authorities O
_RARE_ O
" O

_FIRSTCAP_ O
media O
quoted O
China I-LOC
_RARE_ O
top O
negotiator O
with O
_FIRSTCAP_ I-LOC
_RARE_ O
Tang I-PER
_FIRSTCAP_ I-PER
_RARE_ O
as O
_RARE_ O
a O
visiting O
group O
from O
_FIRSTCAP_ I-LOC
_RARE_ O
Wednesday O
that O
it O
was O
time O
_RARE_ O
_RARE_ O
rivals O
to O
hold O
political O
talks O
_RARE_ O

" O
Now O
_RARE_ O
_RARE_ O
time O
_RARE_ O
_RARE_ O
two O
sides O
to O
_RARE_ O
in O
political O
talks O
... O

that O
_RARE_ O
to O
end O
_RARE_ O
state O
_RARE_ O
_RARE_ O
_RARE_ O
" O
Thursday O
_RARE_ O
overseas O
edition O
_RARE_ O
_RARE_ O
_FIRSTCAP_ I-ORG
_RARE_ I-ORG
_FIRSTCAP_ I-ORG
quoted O
Tang I-PER
as O
saying O
_RARE_ O

_FIRSTCAP_ O
foreign O
ministry O
_RARE_ O
_FIRSTCAP_ I-ORG
told O
Reuters I-ORG
_FIRSTCAP_ I-ORG
in O
an O
interview O
he O
had O
read O
reports O
_RARE_ O
Tang I-PER
_RARE_ O
comments O
but O
gave O
_RARE_ O
details O
_RARE_ O
why O
_RARE_ O
negotiator O
had O
considered O
_RARE_ O
time O
right O
_RARE_ O
talks O
with O
_FIRSTCAP_ I-LOC
_RARE_ O
which O
Beijing I-LOC
_RARE_ O
a O
renegade O
province O
_RARE_ O

China I-LOC
_RARE_ O
which O
has O
long O
opposed O
all O
_FIRSTCAP_ I-LOC
efforts O
to O
gain O
_RARE_ O
international O
_RARE_ O
_RARE_ O
was O
_RARE_ O
by O
a O
visit O
to O
Ukraine I-LOC
this O
week O
by O
_FIRSTCAP_ I-MISC
_FIRSTCAP_ O
_FIRSTCAP_ O
_FIRSTCAP_ I-PER
_RARE_ O

China I-LOC
says O
time O
right O
_RARE_ O
_FIRSTCAP_ I-LOC
talks O
_RARE_ O

BEIJING I-LOC
1996-08-22 O

China I-LOC
has O
said O
it O
was O
time O
_RARE_ O
political O
talks O
with O
_FIRSTCAP_ I-LOC
_RARE_ O
that O
_RARE_ O
rival O
island O
should O
take O
_RARE_ O
_RARE_ O
towards O
that O
goal O
_RARE_ O

_FIRSTCAP_ O
should O
be O
held O
to O
set O
_RARE_ O
time O
_RARE_ O
_RARE_ O
_RARE_ O
_RARE_ O
talks O
_RARE_ O
_RARE_ O
official O
_FIRSTCAP_ I-ORG
news O
agency O
quoted O
Tang I-PER
_FIRSTCAP_ I-PER
_RARE_ O
executive O
vice O
chairman O
_RARE_ O
_RARE_ O
_FIRSTCAP_ I-ORG
_RARE_ I-ORG
_FIRSTCAP_ I-ORG
_FIRSTCAP_ I-ORG
_RARE_ I-ORG
_FIRSTCAP_ I-ORG
_FIRSTCAP_ I-ORG
_RARE_ O
as O
saying O
late O
_RARE_ O
Wednesday O
_RARE_ O

_FIRSTCAP_ I-MISC
July O
car O
registrations O
up O
_RARE_ O
pct O
yr O
/ O
yr O
_RARE_ O

FRANKFURT I-LOC
1996-08-22 O

_FIRSTCAP_ I-MISC
_RARE_ O
registrations O
_RARE_ O
_RARE_ O
_RARE_ O
_RARE_ O
_RARE_ O
percent O
in O
July O
this O
year O
from O
_RARE_ O
_RARE_ O
period O
_RARE_ O
_RARE_ O
_FIRSTCAP_ I-ORG
_RARE_ I-ORG
_RARE_ I-ORG
_RARE_ I-ORG
_RARE_ I-ORG
said O
_RARE_ O
Thursday O
_RARE_ O

_FIRSTCAP_ O
_RARE_ O
said O
_RARE_ O
new O
cars O
were O
registered O
in O
July O
_ALLDIG_ O
-- O
_RARE_ O
passenger O
cars O
_RARE_ O
_RARE_ O
_RARE_ O
_RARE_ O

_FIRSTCAP_ O
figures O
_RARE_ O
a O
_RARE_ O
percent O
increase O
_RARE_ O
passenger O
cars O
_RARE_ O
a O
_RARE_ O
percent O
decline O
_RARE_ O
_RARE_ O
from O
July O
1995 O
_RARE_ O

_FIRSTCAP_ O
registration O
rose O
_RARE_ O
percent O
in O
_RARE_ O
period O
_RARE_ O

_FIRSTCAP_ O
growth O
was O
partly O
due O
to O
an O
increased O
number O
_RARE_ O
_FIRSTCAP_ I-MISC
buying O
_FIRSTCAP_ I-MISC
cars O
abroad O
_RARE_ O
while O
manufacturers O
said O
that O
domestic O
demand O
was O
weak O
_RARE_ O
_RARE_ O
federal O
_RARE_ O
said O
_RARE_ O

_FIRSTCAP_ O
all O
_FIRSTCAP_ I-MISC
car O
manufacturers O
posted O
gains O
in O
registration O
numbers O
in O
_RARE_ O
period O
_RARE_ O

_FIRSTCAP_ I-ORG
AG I-ORG
won O
_RARE_ O
registrations O
_RARE_ O
slightly O
more O
than O
a O
quarter O
_RARE_ O
_RARE_ O
total O
_RARE_ O

_FIRSTCAP_ I-ORG
AG I-ORG
together O
with O
_FIRSTCAP_ I-ORG
_FIRSTCAP_ I-ORG
came O
in O
second O
place O
with O
_RARE_ O
registrations O
_RARE_ O
_RARE_ O
percent O
_RARE_ O
_RARE_ O
overall O
figure O
_RARE_ O

_FIRSTCAP_ O
was O
Ford I-ORG
with O
_RARE_ O
registrations O
_RARE_ O
or O
_RARE_ O
percent O
_RARE_ O

Only O
_FIRSTCAP_ I-ORG
_RARE_ O
_FIRSTCAP_ I-ORG
had O
fewer O
registrations O
in O
July O
_ALLDIG_ O
compared O
to O
last O
year O
_RARE_ O
July O
_RARE_ O

_FIRSTCAP_ I-ORG
posted O
_RARE_ O
registrations O
compared O
with O
_ALLDIG_ O
registrations O
in O
July O
a O
year O
earlier O
_RARE_ O

_FIRSTCAP_ I-ORG
_RARE_ O
registrations O
fell O
to O
_ALLDIG_ O
from O
_ALLDIG_ O
_RARE_ O

_ALLCAP_ I-MISC
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
TO O
PM O
FOR O
_ALLCAP_ O
_RARE_ O

ATHENS I-LOC
1996-08-22 O

_FIRSTCAP_ O
Greek I-MISC
_RARE_ O
_RARE_ O
_RARE_ O
executive O
_RARE_ O
gave O
_RARE_ O
green O
light O
to O
Prime O
Minister O
Costas I-PER
Simitis I-PER
to O
call O
snap O
elections O
_RARE_ O
its O
general O
secretary O
Costas I-PER
_FIRSTCAP_ I-PER
told O
reporters O
_RARE_ O

Prime O
Minister O
Costas I-PER
Simitis I-PER
_RARE_ O
going O
to O
make O
an O
official O
announcement O
after O
a O
cabinet O
meeting O
later O
_RARE_ O
Thursday O
_RARE_ O
said O
_FIRSTCAP_ I-PER
_RARE_ O

-- O
Dimitris I-PER
Kontogiannis I-PER
_RARE_ O
_FIRSTCAP_ I-ORG
Newsroom I-ORG
+301 O
3311812-4 O

_FIRSTCAP_ I-ORG
sets O
C$ I-MISC
_ALLDIG_ O
million O
_RARE_ O
bond O
_RARE_ O

LONDON I-LOC
1996-08-22 O

_FIRSTCAP_ O
following O
bond O
was O
announced O
by O
lead O
manager O
_FIRSTCAP_ I-PER
_FIRSTCAP_ I-PER
_RARE_ O

_ALLCAP_ O
_ALLCAP_ I-ORG
_ALLCAP_ I-ORG

_ALLCAP_ O
C$ I-MISC
_ALLDIG_ O
_ALLCAP_ O
_ALLCAP_ O
_RARE_ O
_ALLCAP_ O
_ALLCAP_ O

_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
PRICE O
_RARE_ O
PAY O
DATE O
_ALLCAP_ O

_ALLCAP_ O
_ALLCAP_ O
_RARE_ O
_ALLCAP_ O
_RARE_ O
_ALLCAP_ O
_RARE_ O
_ALLCAP_ O

_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
PAY O
_ALLCAP_ O
= O

_ALLCAP_ I-ORG
= O
_ALLCAP_ O
_RARE_ O
_ALLCAP_ O
_RARE_ O
_RARE_ O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ I-LOC
/ O
_ALLCAP_ I-LOC
/ O
_ALLCAP_ I-LOC

_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
= O

_ALLCAP_ O
_ALLCAP_ O
GERMAN I-MISC
_ALLCAP_ O
_ALLCAP_ O
= O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O

_ALLCAP_ O
/ O
_ALLCAP_ O
_RARE_ O
_ALLCAP_ O
_ALLCAP_ O
_RARE_ O
_ALLCAP_ O
= O

_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
7.0 O
PCT O
_ALLCAP_ O
2001 O

NOTES O
_ALLCAP_ I-ORG
_ALLCAP_ I-ORG
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O

-- O
_FIRSTCAP_ I-ORG
Newsroom I-ORG
+44 O
171 O
542 O
_ALLDIG_ O

_FIRSTCAP_ I-ORG
sets O
$ O
300 O
million O
January O
1999 O
_ALLCAP_ O
_RARE_ O

LONDON I-LOC
1996-08-22 O

_FIRSTCAP_ O
following O
_RARE_ O
issue O
was O
announced O
by O
lead O
manager O
_FIRSTCAP_ I-ORG
_FIRSTCAP_ I-ORG
_FIRSTCAP_ I-ORG
_RARE_ O

_ALLCAP_ O
_ALLCAP_ I-ORG
_ALLCAP_ I-ORG
_RARE_ O
_ALLCAP_ I-MISC
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
_RARE_ O

_ALLCAP_ O
$ O
300 O
_ALLCAP_ O
_ALLCAP_ O
- O
_RARE_ O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O

_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ I-ORG
_ALLCAP_ O
PAY O
DATE O
_ALLCAP_ O

LAST O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
PRICE O
_RARE_ O
_ALLCAP_ O
_ALLCAP_ O
10 O
_ALLCAP_ O

LAST O
_ALLCAP_ I-ORG
_ALLCAP_ O
_ALLCAP_ O
= O

NOTES O
_ALLCAP_ O
_ALLCAP_ O
FIRST O
_ALLCAP_ O

_ALLCAP_ O
LONDON I-LOC
_ALLCAP_ O
_RARE_ O
_ALLCAP_ O
_RARE_ O
_RARE_ O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ I-LOC
/ O
_ALLCAP_ I-LOC
/ O
_ALLCAP_ I-LOC
/ O
_ALLCAP_ I-LOC

_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
_ALLDIG_ O

_ALLCAP_ O
_ALLCAP_ O
ENGLISH I-MISC
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ I-LOC
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O

_ALLCAP_ O
/ O
_ALLCAP_ O
5 O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
5 O
_ALLCAP_ O
_ALLCAP_ O
= O

NOTES O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O
_ALLCAP_ O

-- O
_FIRSTCAP_ I-ORG
Newsroom I-ORG
+44 O
171 O
542 O
_ALLDIG_ O

_FIRSTCAP_ O
conditions O
_RARE_ O
- O
Syria I-LOC
- O
_FIRSTCAP_ I-ORG
_FIRSTCAP_ I-ORG
_RARE_ O

_FIRSTCAP_ O
conditions O
from O
_FIRSTCAP_ I-ORG
_FIRSTCAP_ I-ORG
_FIRSTCAP_ I-ORG
_FIRSTCAP_ I-ORG
-- O

_ALLCAP_ I-LOC
_RARE_ O
Aug O
10 O
- O
waiting O
time O
_RARE_ O
_FIRSTCAP_ I-LOC
_RARE_ O
_FIRSTCAP_ I-LOC
_RARE_ O
24 O
hours O
_RARE_ O

_FIRSTCAP_ I-LOC
plays O
down O
fears O
_RARE_ O
war O
with O
Syria I-LOC
_RARE_ O

_FIRSTCAP_ I-PER
_FIRSTCAP_ I-PER

_ALLCAP_ I-LOC
1996-08-22 O

_FIRSTCAP_ I-LOC
_RARE_ O
_RARE_ O
peace O
negotiator O
with O
Syria I-LOC
said O
_RARE_ O
Thursday O
current O
_RARE_ O
between O
_RARE_ O
two O
countries O
appeared O
to O
be O
a O
storm O
in O
a O
_RARE_ O
_RARE_ O

_FIRSTCAP_ I-PER
_FIRSTCAP_ I-PER
_RARE_ O
who O
as O
_FIRSTCAP_ I-LOC
_RARE_ O
ambassador O
to O
_FIRSTCAP_ I-LOC
conducted O
_RARE_ O
negotiations O
with O
Syria I-LOC
_RARE_ O
told O
_FIRSTCAP_ I-ORG
_FIRSTCAP_ I-ORG
it O
looked O
like O
Damascus I-LOC
wanted O
to O
talk O
rather O
than O
fight O
_RARE_ O

" O
It O
appears O
to O
me O
_RARE_ O
_FIRSTCAP_ I-MISC
_RARE_ O
_RARE_ O
still O
to O
_RARE_ O
_RARE_ O

_FIRSTCAP_ O
_FIRSTCAP_ I-MISC
are O
_RARE_ O
_RARE_ O
they O
are O
definitely O
tense O
_RARE_ O
but O
_RARE_ O
general O
assessment O
here O
in O
_FIRSTCAP_ I-LOC
_RARE_ O
that O
this O
_RARE_ O
_RARE_ O
a O
storm O
in O
a O
_RARE_ O
_RARE_ O
" O
he O
said O
_RARE_ O

_FIRSTCAP_ I-PER
_RARE_ O
_RARE_ O
up O
his O
term O
as O
ambassador O
_RARE_ O

He O
will O
be O
replaced O
by O
_FIRSTCAP_ I-PER
_FIRSTCAP_ I-PER
_RARE_ O
a O
former O
Israeli I-MISC
envoy O
to O
Egypt I-LOC
_RARE_ O
right-wing O
_FIRSTCAP_ I-ORG
_RARE_ O
politician O
_RARE_ O

_FIRSTCAP_ I-LOC
_RARE_ O
Wednesday O
sent O
Syria I-LOC
a O
message O
_RARE_ O
via O
_FIRSTCAP_ I-LOC
_RARE_ O
saying O
it O
was O
committed O
to O
peace O
_RARE_ O
wanted O
to O
open O
negotiations O
without O
_RARE_ O
_RARE_ O

But O
it O
_RARE_ O
Damascus I-LOC
_RARE_ O
_RARE_ O
what O
it O
called O
a O
dangerous O
atmosphere O
_RARE_ O

Syria I-LOC
accused O
_FIRSTCAP_ I-LOC
_RARE_ O
Wednesday O
_RARE_ O
_RARE_ O
a O
_RARE_ O
campaign O
_RARE_ O
it O
after O
Israeli I-MISC
television O
reported O
that O
Damascus I-LOC
had O
recently O
test O
fired O
a O
_RARE_ O
_RARE_ O

It O
said O
its O
arms O
_RARE_ O
were O
_RARE_ O
_RARE_ O
_RARE_ O
_RARE_ O

" O
_FIRSTCAP_ O
message O
that O
we O
sent O
to O
_RARE_ O
_FIRSTCAP_ I-MISC
_FIRSTCAP_ O
_FIRSTCAP_ I-PER
_RARE_ I-PER
_RARE_ O
_FIRSTCAP_ I-PER
_RARE_ O
that O
_FIRSTCAP_ I-LOC
_RARE_ O
ready O
_RARE_ O
any O
time O
without O
_RARE_ O
to O
enter O
peace O
negotiations O
_RARE_ O
" O
Israeli I-MISC
Foreign O
Minister O
David I-PER
Levy I-PER
told O
_FIRSTCAP_ I-ORG
_FIRSTCAP_ I-ORG
in O
an O
interview O
_RARE_ O

_FIRSTCAP_ O
has O
_RARE_ O
since O
Israeli I-MISC
Prime O
Minister O
Benjamin I-PER
Netanyahu I-PER
took O
_RARE_ O
in O
June O
_RARE_ O
to O
retain O
_RARE_ O
_FIRSTCAP_ I-LOC
_FIRSTCAP_ I-LOC
_FIRSTCAP_ B-LOC
captured O
from O
Syria I-LOC
in O
_RARE_ O
_ALLDIG_ O
_FIRSTCAP_ I-LOC
_FIRSTCAP_ I-LOC
war O
_RARE_ O

_FIRSTCAP_ I-MISC
peace O
talks O
have O
been O
_RARE_ O
over O
_RARE_ O
_FIRSTCAP_ I-LOC
since O
1991 O
despite O
_RARE_ O
previous O
government O
_RARE_ O
_RARE_ O
to O
make O
_FIRSTCAP_ I-LOC
_RARE_ O
_RARE_ O

_FIRSTCAP_ O
talks O
between O
_RARE_ O
two O
sides O
were O
last O
held O
in O
February O
_RARE_ O

" O
_FIRSTCAP_ O
_RARE_ O
coming O
out O
_RARE_ O
Damascus I-LOC
are O
bad O
_RARE_ O
not O
good O
_RARE_ O

_FIRSTCAP_ O
media O
... O

are O
full O
_RARE_ O
_RARE_ O
_RARE_ O
_RARE_ O
that O
must O
be O
_RARE_ O
... O

this O
_RARE_ O
atmosphere O
_RARE_ O
very O
dangerous O
because O
those O
who O
_RARE_ O
it O
could O
become O
its O
prisoners O
_RARE_ O
" O
Levy I-PER
said O
_RARE_ O

" O
We O
expect O
from O
Syria I-LOC
_RARE_ O
if O
its O
face O
_RARE_ O
to O
peace O
_RARE_ O
that O
it O
will O
answer O
_FIRSTCAP_ I-LOC
_RARE_ O
message O
to O
enter O
peace O
negotiations O
because O
that O
_RARE_ O
our O
goal O
_RARE_ O
" O
he O
said O
_RARE_ O
" O

We O
_RARE_ O
not O
want O
a O
war O
_RARE_ O
God I-PER
_RARE_ O
_RARE_ O

_FIRSTCAP_ O
one O
_RARE_ O
from O
_RARE_ O
_RARE_ O
" O

_FIRSTCAP_ I-LOC
_RARE_ O
_FIRSTCAP_ I-ORG
_FIRSTCAP_ I-ORG
television O
said O
Damascus I-LOC
had O
sent O
a O
" O
_RARE_ O
signal O
" O
to O
_FIRSTCAP_ I-LOC
_RARE_ O

It O
gave O
_RARE_ O
source O
_RARE_ O
_RARE_ O
report O
_RARE_ O

Netanyahu I-PER
_RARE_ O
Levy I-PER
_RARE_ O
_RARE_ O
said O
they O
could O
not O
confirm O
it O
_RARE_ O

_FIRSTCAP_ O
television O
also O
said O
that O
Netanyahu I-PER
had O
sent O
_RARE_ O
to O
_RARE_ O
Syria I-LOC
via O
Cairo I-LOC
_RARE_ O
_RARE_ O
United I-LOC
_FIRSTCAP_ I-LOC
_RARE_ O
Moscow I-LOC
_RARE_ O

_FIRSTCAP_ I-MISC
diplomat O
_RARE_ O
nurses O
_RARE_ O
in O
Libya I-LOC
